Name,AssetType,Underlying,Source,isin,code,Exchange,category, currency,googleCode,
iShares  Aggregate Bond EUR Dist GBP,ETF,BOND,Google,IE00B3DKXQ41,SEAG,SEAG.L,EUR Diversified Bond,GBP,LON:SEAG,
iShares  Corp Bd ex-Fincls 1-5yr  Dist GBP,ETF,BOND,Google,IE00B4L5ZY03,EEX5,EEX5.L,EUR Corporate Bond - Short Term,GBP,LON:EEX5,
iShares  Corp Bond 1-5yr EUR Dist GBP,ETF,BOND,Google,IE00B4L60045,SE15,SE15.L,EUR Corporate Bond - Short Term,GBP,LON:SE15,
iShares  Corp Bond ex-Fincls EUR Dist GBP,ETF,BOND,Google,IE00B4L5ZG21,EEXF,EEXF.L,EUR Corporate Bond,GBP,LON:EEXF,
iShares  Covered Bond EUR Dist GBP,ETF,BOND,Google,IE00B3B8Q275,SCOV,SCOV.L,EUR Corporate Bond,GBP,LON:SCOV,
iShares  Govt Bond 10-15yr EUR Dist GBP,ETF,BOND,Google,IE00B4WXJH41,IBGZ,IBGZ.L,EUR Bond - Long Term,GBP,LON:IBGZ,
iShares  Govt Bond 5-7yr EUR Dist GBP,ETF,BOND,Google,IE00B4WXJG34,IBGY,IBGY.L,EUR Government Bond,GBP,LON:IBGY,
iShares  High Yield Corp Bond EUR Dist GBP,ETF,BOND,Google,IE00B66F4759,SHYG,SHYG.L,EUR High Yield Bond,GBP,LON:SHYG,
iShares  Inflation Lnkd Govt Bd EUR Acc GBP,ETF,BOND,Google,IE00B0M62X26,IBCI,IBCI.L,EUR Inflation-Linked Bond,EUR,LON:IBCI,
iShares AEX EUR Dist GBP,ETF,EQUITY,Google,IE00B0M62Y33,IAEX,IAEX.L,Netherlands Equity,GBX,LON:IAEX,
iShares Agribusiness USD Acc GBP,ETF,EQUITY,Google,IE00B6R52143,SPAG,SPAG.L,Sector Equity Agriculture,GBX,LON:SPAG,
iShares Asia Pacific Dividend GBP,ETF,EQUITY,Google,IE00B14X4T88,IAPD,IAPD.L,Asia-Pacific inc. Japan Equity,USD,LON:IAPD,
iShares Asia Property Yield GBP,ETF,PROPERTY,Google,IE00B1FZS244,IASP,IASP.L,Property - Indirect Asia,USD,LON:IASP,
iShares BRIC 50 GBP,ETF,EQUITY,Google,IE00B1W57M07,BRIC,BRIC.L,BRIC Equity,USD,LON:BRIC,
iShares China Large Cap GBP,ETF,EQUITY,Google,IE00B02KXK85,FXC,FXC.L,China Equity,USD,LON:FXC,
iShares Core àCorp Bond GBP Dist,ETF,BOND,Google,IE00B00FV011,SLXX,SLXX.L,GBP Corporate Bond,GBP,LON:SLXX,
iShares Core  Govt Bond EUR Dist GBP,ETF,BOND,Google,IE00B4WXJJ64,SEGA,SEGA.L,EUR Government Bond,GBP,LON:SEGA,
iShares Core EURO STOXX 50 EUR Acc GBP,ETF,EQUITY,Google,IE00B53L3W79,CS51,CS51.L,Eurozone Large-Cap Equity,GBX,LON:CS51,
iShares Core FTSE 100 GBP Dist,ETF,EQUITY,Google,IE0005042456,ISF,ISF.L,UK Large-Cap Blend Equity,GBX,LON:ISF,
iShares Core MSCI EM IMI USD Acc GBP,ETF,EQUITY,Google,IE00BKM4GZ66,EMIM,EMIM.L,Global Emerging Markets Equity,USD,LON:EMIM,
iShares Core MSCI Japan IMI USD Acc GBP,ETF,EQUITY,Google,IE00B4L5YX21,SJPA,SJPA.L,Japan Large-Cap Equity,GBX,LON:SJPA,
iShares Core MSCI Pacific ex-Jpn USD Acc GBP,ETF,EQUITY,Google,IE00B52MJY50,CPJ1,CPJ1.L,Asia-Pacific ex-Japan Equity,GBX,LON:CPJ1,
iShares Core MSCI World USD Acc GBP,ETF,EQUITY,Google,IE00B4L5Y983,SWDA,SWDA.L,Global Large-Cap Blend Equity,GBX,LON:SWDA,
iShares Core S&P 500 USD (Acc) GBP,ETF,EQUITY,Google,IE00B5BMR087,CSP1,CSP1.L,US Large-Cap Blend Equity,GBX,LON:CSP1,
iShares Core UK Gilts GBP Dist,ETF,BOND,Google,IE00B1FZSB30,IGLT,IGLT.L,GBP Government Bond,GBP,LON:IGLT,
iShares Developed Markets Property Yld GBP,ETF,PROPERTY,Google,IE00B1FZS350,IWDP,IWDP.L,Property - Indirect Global,USD,LON:IWDP,
iShares Dow Jones Glbl Sstnbty Scrnd$Acc GBP,ETF,EQUITY,Google,IE00B57X3V84,IGSG,IGSG.L,Global Large-Cap Blend Equity,GBX,LON:IGSG,
iShares Dow Jones Industrial Avg USD Acc GBP,ETF,EQUITY,Google,IE00B53L4350,CID1,CID1.L,US Large-Cap Blend Equity,GBX,LON:CID1,
iShares Edge MSCI EM Minimum Vol USD Acc GBP,ETF,EQUITY,Google,IE00B8KGV557,EMV,EMV.L,Global Emerging Markets Equity,USD,LON:EMV,
iShares Edge MSCI Europe Min Vol EUR Acc GBP,ETF,EQUITY,Google,IE00B86MWN23,IMV,IMV.L,Europe Large-Cap Blend Equity,EUR,LON:IMV,
iShares Edge MSCI Wld Mom Fctr USD Acc GBP,ETF,EQUITY,Google,IE00BP3QZ825,IWFM,IWFM.L,Global Large-Cap Blend Equity,GBX,LON:IWFM,
iShares Edge MSCI Wld Qual Fctr USD Acc GBP,ETF,EQUITY,Google,IE00BP3QZ601,IWFQ,IWFQ.L,Global Large-Cap Blend Equity,GBX,LON:IWFQ,
iShares Edge MSCI Wld Size Fctr USD Acc GBP,ETF,EQUITY,Google,IE00BP3QZD73,IWFS,IWFS.L,Global Small-Cap Equity,GBX,LON:IWFS,
iShares Edge MSCI World Min Vol USD Acc GBP,ETF,EQUITY,Google,IE00B8FHGS14,MINV,MINV.L,Global Large-Cap Blend Equity,USD,LON:MINV,
iShares Edge S&P 500 Min Vol USD (Acc) GBP,ETF,EQUITY,Google,IE00B6SPMN59,MVUS,MVUS.L,US Large-Cap Blend Equity,USD,LON:MVUS,
iShares EM Dividend USD Dist GBP,ETF,EQUITY,Google,IE00B652H904,SEDY,SEDY.L,Global Emerging Markets Equity,GBX,LON:SEDY,
iShares EM Local Govt Bond USD Dist GBP,ETF,BOND,Google,IE00B5M4WH52,SEML,SEML.L,Global Emerging Markets Bond - Local Currency,GBP,LON:SEML,
iShares Emerg Asia Lcl Govt Bd USD Dist GBP,ETF,BOND,Google,IE00B6QGFW01,SGEA,SGEA.L,Global Emerging Markets Bond - Local Currency,GBP,LON:SGEA,
iShares Emerging Market Infrastructure GBP,ETF,EQUITY,Google,IE00B2NPL135,IEMI,IEMI.L,Sector Equity Infrastructure,USD,LON:IEMI,
iShares EURO Dividend GBP,ETF,EQUITY,Google,IE00B0M62S72,IDVY,IDVY.L,Eurozone Large-Cap Equity,GBX,LON:IDVY,
iShares Euro Government Bond 1-3yr GBP,ETF,BOND,Google,IE00B14X4Q57,IBGS,IBGS.L,EUR Government Bond - Short Term,GBP,LON:IBGS,
iShares Euro Government Bond 15-30yr GBP,ETF,BOND,Google,IE00B1FZS913,IBGL,IBGL.L,EUR Bond - Long Term,EUR,LON:IBGL,
iShares Euro Government Bond 3-5yr GBP,ETF,BOND,Google,IE00B1FZS681,IBGX,IBGX.L,EUR Government Bond,EUR,LON:IBGX,
iShares Euro Government Bond 7-10yr GBP,ETF,BOND,Google,IE00B1FZS806,IBGM,IBGM.L,EUR Government Bond,EUR,LON:IBGM,
iShares EURO STOXX 50 Dist GBP,ETF,EQUITY,Google,IE0008471009,EUE,EUE.L,Eurozone Large-Cap Equity,GBX,LON:EUE,
iShares EURO STOXX Mid GBP,ETF,EQUITY,Google,IE00B02KXL92,DJMC,DJMC.L,Eurozone Mid-Cap Equity,GBX,LON:DJMC,
iShares EURO STOXX Small GBP,ETF,EQUITY,Google,IE00B02KXM00,DJSC,DJSC.L,Eurozone Mid-Cap Equity,GBX,LON:DJSC,
iShares EURO Total Market Growth Large GBP,ETF,EQUITY,Google,IE00B0M62V02,IDJG,IDJG.L,Eurozone Large-Cap Equity,GBX,LON:IDJG,
iShares EURO Total Market Value Large GBP,ETF,EQUITY,Google,IE00B0M62T89,IDJV,IDJV.L,Eurozone Large-Cap Equity,GBX,LON:IDJV,
iShares European Property Yield GBP,ETF,PROPERTY,Google,IE00B0M63284,IPRP,IPRP.L,Property - Indirect Europe,GBX,LON:IPRP,
iShares Finland Govt Bond EUR Dist GBP,ETF,BOND,Google,IE00B5SH2232,SFIN,SFIN.L,EUR Government Bond,GBP,LON:SFIN,
iShares FTSE 100 GBP Acc GBP,ETF,EQUITY,Google,IE00B53HP851,CUKX,CUKX.L,UK Large-Cap Blend Equity,GBX,LON:CUKX,
iShares FTSE 250 GBP Dist,ETF,EQUITY,Google,IE00B00FV128,MIDD,MIDD.L,UK Mid-Cap Equity,GBX,LON:MIDD,
iShares FTSE MIB EUR Acc GBP,ETF,EQUITY,Google,IE00B53L4X51,CMB1,CMB1.L,Italy Equity,GBX,LON:CMB1,
iShares FTSE MIB EUR Dist GBP,ETF,EQUITY,Google,IE00B1XNH568,IMIB,IMIB.L,Italy Equity,GBX,LON:IMIB,
iShares FTSEurofirst 100 EUR Dist GBP,ETF,EQUITY,Google,IE0030974079,IEUT,IEUT.L,Europe Large-Cap Blend Equity,GBX,LON:IEUT,
iShares FTSEurofirst 80 EUR Dist GBP,ETF,EQUITY,Google,IE0004855221,IEUR,IEUR.L,Eurozone Large-Cap Equity,GBX,LON:IEUR,
iShares Germany Govt Bond EUR Dist GBP,ETF,BOND,Google,IE00B5V94313,SDEU,SDEU.L,EUR Government Bond,GBP,LON:SDEU,
iShares Global AAA-AA Govt Bond USD Dist GBP,ETF,BOND,Google,IE00B87G8S03,SAAA,SAAA.L,Global Bond,USD,LON:SAAA,
iShares Global Clean Energy GBP,ETF,EQUITY,Google,IE00B1XNHC34,INRG,INRG.L,Sector Equity Alternative Energy,USD,LON:INRG,
iShares Global Corp Bond USD Dist GBP,ETF,BOND,Google,IE00B7J7TB45,CRPS,CRPS.L,Global Corporate Bond,USD,LON:CRPS,
iShares Global Govt Bond USD Dist GBP,ETF,BOND,Google,IE00B3F81K65,SGLO,SGLO.L,Global Bond,GBP,LON:SGLO,
iShares Global Hi Yld Corp Bd GBP H Dist,ETF,BOND,Google,IE00B8KQFS66,GHYS,GHYS.L,Global High Yield Bond - GBP Hedged,GBP,LON:GHYS,
iShares Global HY Corp Bd USD Dist GBP,ETF,BOND,Google,IE00B74DQ490,IGHY,IGHY.L,Global High Yield Bond,USD,LON:IGHY,
iShares Global Infl Lnkd Govt Bd USD Acc GBP,ETF,BOND,Google,IE00B3B8PX14,SGIL,SGIL.L,Global Inflation-Linked Bond,GBP,LON:SGIL,
iShares Global Infrastructure GBP,ETF,EQUITY,Google,IE00B1FZS467,INFR,INFR.L,Sector Equity Infrastructure,USD,LON:INFR,
iShares Global Timber & Forestry GBP,ETF,EQUITY,Google,IE00B27YCF74,WOOD,WOOD.L,Sector Equity Natural Resources,USD,LON:WOOD,
iShares Global Water GBP,ETF,EQUITY,Google,IE00B1TXK627,IH2O,IH2O.L,Sector Equity Water,GBX,LON:IH2O,
iShares Gold Producers USD Acc GBP,ETF,EQUITY,Google,IE00B6R52036,SPGP,SPGP.L,Sector Equity Precious Metals,GBX,LON:SPGP,
iShares Italy Govt Bond EUR Dist GBP,ETF,BOND,Google,IE00B7LW6Y90,SITB,SITB.L,EUR Government Bond,GBP,LON:SITB,
iShares JP Morgan $ EM Bond USD Dist GBP,ETF,BOND,Google,IE00B2NPKV68,SEMB,SEMB.L,Global Emerging Markets Bond,GBX,LON:SEMB,
iShares Listed Private Equity GBP,ETF,EQUITY,Google,IE00B1TXHL60,IPRV,IPRV.L,Sector Equity Private Equity,USD,LON:IPRV,
iShares MSCI AC Far East ex-Japan GBP,ETF,EQUITY,Google,IE00B0M63730,IFFF,IFFF.L,Asia ex Japan Equity,USD,LON:IFFF,
iShares MSCI AC FarEast ex-Jpn SmCap$Dit GBP,ETF,EQUITY,Google,IE00B2QWDR12,ISFE,ISFE.L,Asia ex-Japan Small/Mid-Cap Equity,USD,LON:ISFE,
iShares MSCI ACWI USD Acc GBP,ETF,EQUITY,Google,IE00B6R52259,SSAC,SSAC.L,Global Large-Cap Blend Equity,GBX,LON:SSAC,
iShares MSCI Australia USD Acc GBP,ETF,EQUITY,Google,IE00B5377D42,SAUS,SAUS.L,Australia & New Zealand Equity,GBX,LON:SAUS,
iShares MSCI Brazil Dist GBP,ETF,EQUITY,Google,IE00B0M63516,IBZL,IBZL.L,Brazil Equity,USD,LON:IBZL,
iShares MSCI Canada USD Acc GBP,ETF,EQUITY,Google,IE00B52SF786,CSCA,CSCA.L,Canada Equity,USD,LON:CSCA,
iShares MSCI Eastern Europe Capped GBP,ETF,EQUITY,Google,IE00B0M63953,IEER,IEER.L,Emerging Europe Equity,USD,LON:IEER,
iShares MSCI EM Asia USD Acc GBP,ETF,EQUITY,Google,IE00B5L8K969,CEA1,CEA1.L,Asia ex Japan Equity,GBX,LON:CEA1,
iShares MSCI EM Latin America Dist GBP,ETF,EQUITY,Google,IE00B27YCK28,LTAM,LTAM.L,Latin America Equity,USD,LON:LTAM,
iShares MSCI EM Small Cap USD Dist GBP,ETF,EQUITY,Google,IE00B3F81G20,SEMS,SEMS.L,Global Emerging Markets Small/Mid-Cap Equity,GBX,LON:SEMS,
iShares MSCI Emerging Markets (Acc) GBP,ETF,EQUITY,Google,IE00B4L5YC18,SEMA,SEMA.L,Global Emerging Markets Equity,GBX,LON:SEMA,
iShares MSCI Emerging Markets Dist GBP,ETF,EQUITY,Google,IE00B0M63177,IEEM,IEEM.L,Global Emerging Markets Equity,USD,LON:IEEM,
iShares MSCI EMU Small Cap EUR Acc GBP,ETF,EQUITY,Google,IE00B3VWMM18,CES1,CES1.L,Eurozone Small-Cap Equity,GBX,LON:CES1,
iShares MSCI Europe Dist GBP,ETF,EQUITY,Google,IE00B1YZSC51,IMEU,IMEU.L,Europe Large-Cap Blend Equity,GBX,LON:IMEU,
iShares MSCI Europe EUR Acc GBP,ETF,EQUITY,Google,IE00B4K48X80,SMEA,SMEA.L,Europe Large-Cap Blend Equity,GBX,LON:SMEA,
iShares MSCI Europe ex-UK EUR Dist GBP,ETF,EQUITY,Google,IE00B14X4N27,IEUX,IEUX.L,Europe ex-UK Large-Cap Equity,GBX,LON:IEUX,
iShares MSCI Europe SRI EUR Acc GBP,ETF,EQUITY,Google,IE00B52VJ196,IESG,IESG.L,Europe Large-Cap Blend Equity,GBX,LON:IESG,
iShares MSCI GCC ex-Saudi Arabia GBP,ETF,EQUITY,Google,IE00B3F81623,SGCC,SGCC.L,Other Africa & Middle East Equity,GBX,LON:SGCC,
iShares MSCI Japan GBP Hedged Acc,ETF,EQUITY,Google,IE00B02KXH56,IJPN,IJPN.L,Japan Equity - Currency Hedged,USD,LON:IJPN,
iShares MSCI Japan Small Cap USD Dist GBP,ETF,EQUITY,Google,IE00B7XYN974,IJPH,IJPH.L,Japan Small/Mid-Cap Equity,GBP,LON:IJPH,
iShares MSCI Japan USD Acc GBP,ETF,EQUITY,Google,IE00B2QWDY88,ISJP,ISJP.L,Japan Large-Cap Equity,GBX,LON:ISJP,
iShares MSCI Japan USD Dist GBP,ETF,EQUITY,Google,IE00B53QDK08,CSJP,CSJP.L,Japan Large-Cap Equity,USD,LON:CSJP,
iShares MSCI Korea Dist GBP,ETF,EQUITY,Google,IE00B0M63391,IKOR,IKOR.L,Korea Equity,USD,LON:IKOR,
iShares MSCI Korea USD Acc GBP,ETF,EQUITY,Google,IE00B5W4TY14,CKR1,CKR1.L,Korea Equity,GBX,LON:CKR1,
iShares MSCI Mexico Capped USD Acc GBP,ETF,EQUITY,Google,IE00B5WHFQ43,CMX1,CMX1.L,Other Americas Equity,GBX,LON:CMX1,
iShares MSCI North America GBP,ETF,EQUITY,Google,IE00B14X4M10,INAA,INAA.L,US Large-Cap Blend Equity,USD,LON:INAA,
iShares MSCI Pacific ex-Japan USD Dist GBP,ETF,EQUITY,Google,IE00B4WXJD03,SPXJ,SPXJ.L,Asia-Pacific ex-Japan Equity,GBX,LON:SPXJ,
iShares MSCI Poland USD Acc GBP,ETF,EQUITY,Google,IE00B4M7GH52,SPOL,SPOL.L,Poland Equity,GBX,LON:SPOL,
iShares MSCI Russia ADR/GDR USD Acc GBP,ETF,EQUITY,Google,IE00B5V87390,CRU1,CRU1.L,Russia Equity,GBX,LON:CRU1,
iShares MSCI South Africa USD Acc GBP,ETF,EQUITY,Google,IE00B52XQP83,SRSA,SRSA.L,South Africa & Namibia Equity,GBX,LON:SRSA,
iShares MSCI Taiwan USD Dist GBP,ETF,EQUITY,Google,IE00B0M63623,ITWN,ITWN.L,Taiwan Large-Cap Equity,USD,LON:ITWN,
iShares MSCI Turkey GBP,ETF,EQUITY,Google,IE00B1FZS574,ITKY,ITKY.L,Turkey Equity,USD,LON:ITKY,
iShares MSCI UK Small Cap GBP Acc GBP,ETF,EQUITY,Google,IE00B3VWLG82,CUKS,CUKS.L,UK Small-Cap Equity,GBX,LON:CUKS,
iShares MSCI USA Small Cap USD Acc GBP,ETF,EQUITY,Google,IE00B3VWM098,CUS1,CUS1.L,US Small-Cap Equity,GBX,LON:CUS1,
iShares MSCI World GBP Hedged Acc,ETF,EQUITY,Google,IE00B42YS929,IGWD,IGWD.L,Global Large-Cap Blend Equity,GBX,LON:IGWD,
iShares MSCI World USD Dist GBP,ETF,EQUITY,Google,IE00B0M62Q58,IWRD,IWRD.L,Global Large-Cap Blend Equity,USD,LON:IWRD,
iShares NASDAQ 100 USD Acc GBP,ETF,EQUITY,Google,IE00B53SZB19,CNX1,CNX1.L,US Large-Cap Growth Equity,GBX,LON:CNX1,
iShares Nikkei 225 JPY Acc GBP,ETF,EQUITY,Google,IE00B52MJD48,CNKY,CNKY.L,Japan Large-Cap Equity,GBX,LON:CNKY,
iShares Oil & Gas Explor&Prodtn USD Acc GBP,ETF,EQUITY,Google,IE00B6R51Z18,SPOG,SPOG.L,Sector Equity Natural Resources,GBX,LON:SPOG,
iShares Physical Gold ETC GBP,ETF,COMMODITIES,Google,IE00B4ND3602,SGLN,SGLN.L,Commodities - Precious Metals,GBX,LON:SGLN,
iShares Physical Palladium ETC GBP,ETF,COMMODITIES,Google,IE00B4556L06,SPDM,SPDM.L,Commodities - Precious Metals,GBX,LON:SPDM,
iShares Physical Platinum ETC GBP,ETF,COMMODITIES,Google,IE00B4LHWP62,SPLT,SPLT.L,Commodities - Precious Metals,GBX,LON:SPLT,
iShares Physical Silver ETC GBP,ETF,COMMODITIES,Google,IE00B4NCWG09,SSLN,SSLN.L,Commodities - Precious Metals,GBX,LON:SSLN,
iShares S&P 500 GBP Hedged Acc,ETF,EQUITY,Google,IE00B3Y8X563,IGUS,IGUS.L,US Equity - Currency Hedged,GBX,LON:IGUS,
iShares S&P 500 USD (Dist) GBP,ETF,EQUITY,Google,IE0031442068,IUSA,IUSA.L,US Large-Cap Blend Equity,USD,LON:IUSA,
iShares S&P Small Cap 600 USD Dist GBP,ETF,EQUITY,Google,IE00B2QWCY14,ISP6,ISP6.L,US Small-Cap Equity,USD,LON:ISP6,
iShares Spain Govt Bond EUR Dist GBP,ETF,BOND,Google,IE00B428Z604,SESP,SESP.L,EUR Government Bond,GBP,LON:SESP,
iShares STOXX Europe 50 GBP,ETF,EQUITY,Google,IE0008470928,EUN,EUN.L,Europe Large-Cap Blend Equity,GBX,LON:EUN,
iShares UK Dividend GBP Dist,ETF,EQUITY,Google,IE00B0M63060,IUKD,IUKD.L,UK Equity Income,GBX,LON:IUKD,
iShares UK Gilts 0-5yr GBP Dist,ETF,BOND,Google,IE00B4WXJK79,IGLS,IGLS.L,GBP Government Bond,GBP,LON:IGLS,
iShares UK Property GBP Dist,ETF,PROPERTY,Google,IE00B1TXLS18,IUKP,IUKP.L,Property - Indirect Other,GBX,LON:IUKP,
iShares US Aggregate Bond USD Dist GBP,ETF,BOND,Google,IE00B44CGS96,SUAG,SUAG.L,USD Diversified Bond,GBP,LON:SUAG,
iShares US Property Yield GBP,ETF,PROPERTY,Google,IE00B1FZSF77,IUSP,IUSP.L,Property - Indirect North America,USD,LON:IUSP,
Lyxor Australia (S&P/ASX 200) ETF D USD GBP,ETF,EQUITY,Google,LU0496787036,LAUS,LAUS.L,Australia & New Zealand Equity,GBX,LON:LAUS,
Lyxor Brazil (Ibovespa) ETF C-USD GBP,ETF,EQUITY,Google,FR0010413294,RIOL,RIOL.L,Brazil Equity,USD,LON:RIOL,
Lyxor China Enterprise (HSCEI) ETF C-USD GBP,ETF,EQUITY,Google,FR0010581413,ASIL,ASIL.L,China Equity,USD,LON:ASIL,
Lyxor Comd Thm R/C CRB exEngTR ETF C-$ GBP,ETF,COMMODITIES,Google,FR0010358887,CRNL,CRNL.L,Commodities - Broad Basket,USD,LON:CRNL,
Lyxor Commodit Thm R/C CRB TR ETF C-USD GBP,ETF,COMMODITIES,Google,FR0010318998,CRBL,CRBL.L,Commodities - Broad Basket,USD,LON:CRBL,
Lyxor East Eurp CECE NTR EUR ETF C GBP,ETF,EQUITY,Google,FR0010204073,CECL,CECL.L,Emerging Europe ex-Russia Equity,USD,LON:CECL,
Lyxor ETF Dow Jones Industr Avrg D A/I GBP,ETF,EQUITY,Google,FR0007056841,DJEL,DJEL.L,US Large-Cap Blend Equity,USD,LON:DJEL,
Lyxor Euro Stoxx 50 (DR) ETF C EUR GBP,ETF,EQUITY,Google,LU0908501215,MSED,MSED.L,Eurozone Large-Cap Equity,GBX,LON:MSED,
Lyxor FTSE 100 ETF C-GBP,ETF,EQUITY,Google,FR0010438127,L100,L100.L,UK Large-Cap Blend Equity,GBX,LON:L100,
Lyxor FTSE 250 ETF A/I,ETF,EQUITY,Google,FR0010438135,L250,L250.L,UK Mid-Cap Equity,GBX,LON:L250,
Lyxor FTSE All Share ETF A/I,ETF,EQUITY,Google,FR0010438150,LFAS,LFAS.L,UK Large-Cap Blend Equity,GBX,LON:LFAS,
Lyxor Japan TOPIX DR ETF D-EUR A/I GBP,ETF,EQUITY,Google,FR0010245514,JPNL,JPNL.L,Japan Large-Cap Equity,USD,LON:JPNL,
Lyxor JPX-Nikkei 400 DR ETF C-EUR GBP,ETF,EQUITY,Google,FR0012144582,JPXG,JPXG.L,Japan Large-Cap Equity,GBX,LON:JPXG,
Lyxor Kuwait FTSE Coast Kuwait40 ETF A/I GBP,ETF,EQUITY,Google,FR0010614834,LKUW,LKUW.L,Other Africa & Middle East Equity,GBX,LON:LKUW,
Lyxor MSCI AC AsiaPac ex Jap ETF C-USD GBP,ETF,EQUITY,Google,FR0010581439,AEJL,AEJL.L,Asia-Pacific ex-Japan Equity,GBX,LON:AEJL,
Lyxor MSCI All Country World ETF C-USD GBP,ETF,EQUITY,Google,FR0011093418,ACWL,ACWL.L,Global Large-Cap Blend Equity,GBX,LON:ACWL,
Lyxor MSCI EM Latin America ETF C-USD GBP,ETF,EQUITY,Google,FR0010413310,LTML,LTML.L,Latin America Equity,USD,LON:LTML,
Lyxor MSCI Emerging Markets ETF C-USD GBP,ETF,EQUITY,Google,FR0010435297,LEML,LEML.L,Global Emerging Markets Equity,USD,LON:LEML,
Lyxor MSCI India ETF C-USD GBP,ETF,EQUITY,Google,FR0010375766,INRL,INRL.L,India Equity,USD,LON:INRL,
Lyxor MSCI Indonesia ETF C-USD GBP,ETF,EQUITY,Google,FR0011070374,INDL,INDL.L,Indonesia Equity,GBX,LON:INDL,
Lyxor MSCI Korea ETF C-USD GBP,ETF,EQUITY,Google,FR0010581447,KRWL,KRWL.L,Korea Equity,GBX,LON:KRWL,
Lyxor MSCI Malaysia ETF USD A/I GBP,ETF,EQUITY,Google,FR0010589069,MALL,MALL.L,Other Asia-Pacific Equity,GBX,LON:MALL,
Lyxor MSCI Taiwan ETF C-USD GBP,ETF,EQUITY,Google,FR0010444794,TWND,TWND.L,Taiwan Large-Cap Equity,GBX,LON:TWND,
Lyxor MSCI USA ETF D-USD A/I GBP,ETF,EQUITY,Google,FR0010372193,USAL,USAL.L,US Large-Cap Blend Equity,USD,LON:USAL,
Lyxor MSCI World Cnsmr Discret TR ETF C$ GBP,ETF,EQUITY,Google,LU0533032180,DISG,DISG.L,Sector Equity Consumer Goods & Services,GBX,LON:DISG,
Lyxor MSCI World CnsmrStapl TR ETF C USD GBP,ETF,EQUITY,Google,LU0533032347,STAG,STAG.L,Sector Equity Consumer Goods & Services,GBX,LON:STAG,
Lyxor MSCI World Energy TR ETF C USD GBP,ETF,EQUITY,Google,LU0533032776,NRGG,NRGG.L,Sector Equity Energy,GBX,LON:NRGG,
Lyxor MSCI World ETF D-USD A/I GBP,ETF,EQUITY,Google,FR0010372201,WLDL,WLDL.L,Global Large-Cap Blend Equity,USD,LON:WLDL,
Lyxor MSCI World Financials TR ETF C USD GBP,ETF,EQUITY,Google,LU0533033071,FING,FING.L,Sector Equity Financial Services,GBX,LON:FING,
Lyxor MSCI World Hlth Care TR ETF C USD GBP,ETF,EQUITY,Google,LU0533033311,HLTG,HLTG.L,Sector Equity Healthcare,GBX,LON:HLTG,
Lyxor MSCI World Indtls TR ETF C USD GBP,ETF,EQUITY,Google,LU0533033584,INUG,INUG.L,Sector Equity Industrial Materials,GBX,LON:INUG,
Lyxor MSCI World Info Tech TR ETF C USD GBP,ETF,EQUITY,Google,LU0533033741,TNOG,TNOG.L,Sector Equity Technology,GBX,LON:TNOG,
Lyxor MSCI World Materials TR ETF C USD GBP,ETF,EQUITY,Google,LU0533034046,MATG,MATG.L,Sector Equity Industrial Materials,GBX,LON:MATG,
Lyxor MSCI World Telecom Svcs TR ETF C$ GBP,ETF,EQUITY,Google,LU0533034392,TELG,TELG.L,Sector Equity Communications,GBX,LON:TELG,
Lyxor MSCI World Utilities TR ETF C USD GBP,ETF,EQUITY,Google,LU0533034632,UTIG,UTIG.L,Sector Equity Utilities,GBX,LON:UTIG,
Lyxor Nasdaq-100 ETF D-USD A/I GBP,ETF,EQUITY,Google,FR0010446930,UST,UST.L,US Large-Cap Growth Equity,GBX,LON:UST,
Lyxor Russell 2000 ETF C-USD GBP,ETF,EQUITY,Google,FR0011119254,RU2K,RU2K.L,US Small-Cap Equity,GBX,LON:RU2K,
Lyxor Russia (DJ Russia GDR) ETF D-GBP,ETF,EQUITY,Google,FR0011495944,RUSL,RUSL.L,Russia Equity,USD,LON:RUSL,
Lyxor SG European Qual Inc NTR ETF D EUR GBP,ETF,EQUITY,Google,LU0959210278,SGQG,SGQG.L,Europe Large-Cap Blend Equity,GBX,LON:SGQG,
Lyxor SG Global Qual Inc NTR ETF C GBP,ETF,EQUITY,Google,LU0855692520,SGQL,SGQL.L,Global Equity Income,USD,LON:SGQL,
Lyxor SG Global Qual Inc NTR ETF D GBP,ETF,EQUITY,Google,LU0855671011,SGQP,SGQP.L,Global Equity Income,GBX,LON:SGQP,
Lyxor South Afr (FTSEJSE Top40) ETF CEUR GBP,ETF,EQUITY,Google,FR0010464446,AFSL,AFSL.L,South Africa & Namibia Equity,USD,LON:AFSL,
Lyxor Stoxx Europe 600 (DR) ETF C EUR GBP,ETF,EQUITY,Google,LU0908500753,MEUD,MEUD.L,Europe Large-Cap Blend Equity,GBX,LON:MEUD,
Lyxor Thailand (SET50 Net TR) ETF C-USD GBP,ETF,EQUITY,Google,FR0011070440,THA,THA.L,Thailand Equity,GBX,LON:THA,
Lyxor Turkey DJ Turkey Titans 20 ETF A/I GBP,ETF,EQUITY,Google,FR0010326256,TURL,TURL.L,Turkey Equity,GBX,LON:TURL,
Lyxor World Water ETF D-EUR A/I GBP,ETF,EQUITY,Google,FR0010527275,WATL,WATL.L,Sector Equity Water,GBX,LON:WATL,
Market Access DAXglobal?BRIC ETF GBP,ETF,EQUITY,Google,LU0269999792,BRDX,BRDX.L,BRIC Equity,GBP,LON:BRDX,
