Date,Open,High,Low,Close,0
2016-06-14,101.4,101.4,101.4,101.4,0
2016-06-13,101.3,101.3,101.3,101.3,0
2016-06-10,101.3,101.3,101.3,101.3,0
2016-06-09,101.3,101.3,101.3,101.3,0
2016-06-08,101.2,101.2,101.2,101.2,0
2016-06-07,101.2,101.2,101.2,101.2,0
2016-06-06,101.2,101.2,101.2,101.2,0
2016-06-03,101.1,101.1,101.1,101.1,0
2016-06-02,101.1,101.1,101.1,101.1,0
2016-06-01,101,101,101,101,0
2016-05-31,100.9,100.9,100.9,100.9,0
2016-05-27,100.9,100.9,100.9,100.9,0
2016-05-26,100.8,100.8,100.8,100.8,0
2016-05-25,100.8,100.8,100.8,100.8,0
2016-05-24,100.7,100.7,100.7,100.7,0
2016-05-23,100.7,100.7,100.7,100.7,0
2016-05-20,100.6,100.6,100.6,100.6,0
2016-05-19,100.6,100.6,100.6,100.6,0
2016-05-18,100.7,100.7,100.7,100.7,0
2016-05-17,100.7,100.7,100.7,100.7,0
2016-05-16,100.8,100.8,100.8,100.8,0
2016-05-13,100.7,100.7,100.7,100.7,0
2016-05-12,100.7,100.7,100.7,100.7,0
2016-05-11,100.7,100.7,100.7,100.7,0
2016-05-10,100.7,100.7,100.7,100.7,0
2016-05-09,100.7,100.7,100.7,100.7,0
2016-05-06,100.6,100.6,100.6,100.6,0
2016-05-05,100.5,100.5,100.5,100.5,0
2016-05-04,100.5,100.5,100.5,100.5,0
2016-05-03,100.4,100.4,100.4,100.4,0
2016-04-29,101.7,101.7,101.7,101.7,0
2016-04-28,101.7,101.7,101.7,101.7,0
2016-04-27,101.6,101.6,101.6,101.6,0
2016-04-26,101.6,101.6,101.6,101.6,0
2016-04-25,101.7,101.7,101.7,101.7,0
2016-04-22,101.6,101.6,101.6,101.6,0
2016-04-21,101.6,101.6,101.6,101.6,0
