Name,AssetType,Underlying,Source,isin,code,Exchange,category, currency,googleCode,
iShares Asia Pacific Dividend GBP,ETF,EQUITY,Google,IE00B14X4T88,IAPD,London,Asia-Pacific inc. Japan Equity,USD,LON:IAPD,
iShares Asia Property Yield GBP,ETF,PROPERTY,Google,IE00B1FZS244,IASP,London,Property - Indirect Asia,USD,LON:IASP,
iShares BRIC 50 GBP,ETF,EQUITY,Google,IE00B1W57M07,BRIC,London,BRIC Equity,USD,LON:BRIC,
iShares China Large Cap GBP,ETF,EQUITY,Google,IE00B02KXK85,FXC,London,China Equity,USD,LON:FXC,
iShares Core àCorp Bond GBP Dist,ETF,BOND,Google,IE00B00FV011,SLXX,London,GBP Corporate Bond,GBP,LON:SLXX,
iShares Core  Govt Bond EUR Dist GBP,ETF,BOND,Google,IE00B4WXJJ64,SEGA,London,EUR Government Bond,GBP,LON:SEGA,
iShares Core EURO STOXX 50 EUR Acc GBP,ETF,EQUITY,Google,IE00B53L3W79,CS51,London,Eurozone Large-Cap Equity,GBX,LON:CS51,
iShares Core FTSE 100 GBP Dist,ETF,EQUITY,Google,IE0005042456,ISF,London,UK Large-Cap Blend Equity,GBX,LON:ISF,
iShares Core MSCI EM IMI USD Acc GBP,ETF,EQUITY,Google,IE00BKM4GZ66,EMIM,London,Global Emerging Markets Equity,USD,LON:EMIM,
iShares Core MSCI Japan IMI USD Acc GBP,ETF,EQUITY,Google,IE00B4L5YX21,SJPA,London,Japan Large-Cap Equity,GBX,LON:SJPA,
iShares Core MSCI Pacific ex-Jpn USD Acc GBP,ETF,EQUITY,Google,IE00B52MJY50,CPJ1,London,Asia-Pacific ex-Japan Equity,GBX,LON:CPJ1,
iShares Core MSCI World USD Acc GBP,ETF,EQUITY,Google,IE00B4L5Y983,SWDA,London,Global Large-Cap Blend Equity,GBX,LON:SWDA,
iShares Core S&P 500 USD (Acc) GBP,ETF,EQUITY,Google,IE00B5BMR087,CSP1,London,US Large-Cap Blend Equity,GBX,LON:CSP1,
iShares Core UK Gilts GBP Dist,ETF,BOND,Google,IE00B1FZSB30,IGLT,London,GBP Government Bond,GBP,LON:IGLT,
iShares Developed Markets Property Yld GBP,ETF,PROPERTY,Google,IE00B1FZS350,IWDP,London,Property - Indirect Global,USD,LON:IWDP,
iShares Dow Jones Glbl Sstnbty Scrnd$Acc GBP,ETF,EQUITY,Google,IE00B57X3V84,IGSG,London,Global Large-Cap Blend Equity,GBX,LON:IGSG,
iShares Dow Jones Industrial Avg USD Acc GBP,ETF,EQUITY,Google,IE00B53L4350,CID1,London,US Large-Cap Blend Equity,GBX,LON:CID1,
iShares Edge MSCI EM Minimum Vol USD Acc GBP,ETF,EQUITY,Google,IE00B8KGV557,EMV,London,Global Emerging Markets Equity,USD,LON:EMV,
iShares Edge MSCI Europe Min Vol EUR Acc GBP,ETF,EQUITY,Google,IE00B86MWN23,IMV,London,Europe Large-Cap Blend Equity,EUR,LON:IMV,
iShares Edge MSCI Wld Mom Fctr USD Acc GBP,ETF,EQUITY,Google,IE00BP3QZ825,IWFM,London,Global Large-Cap Blend Equity,GBX,LON:IWFM,
iShares Edge MSCI Wld Qual Fctr USD Acc GBP,ETF,EQUITY,Google,IE00BP3QZ601,IWFQ,London,Global Large-Cap Blend Equity,GBX,LON:IWFQ,
iShares Edge MSCI Wld Size Fctr USD Acc GBP,ETF,EQUITY,Google,IE00BP3QZD73,IWFS,London,Global Small-Cap Equity,GBX,LON:IWFS,
iShares Edge MSCI World Min Vol USD Acc GBP,ETF,EQUITY,Google,IE00B8FHGS14,MINV,London,Global Large-Cap Blend Equity,USD,LON:MINV,
iShares Edge S&P 500 Min Vol USD (Acc) GBP,ETF,EQUITY,Google,IE00B6SPMN59,MVUS,London,US Large-Cap Blend Equity,USD,LON:MVUS,
iShares EM Dividend USD Dist GBP,ETF,EQUITY,Google,IE00B652H904,SEDY,London,Global Emerging Markets Equity,GBX,LON:SEDY,
iShares EM Local Govt Bond USD Dist GBP,ETF,BOND,Google,IE00B5M4WH52,SEML,London,Global Emerging Markets Bond - Local Currency,GBP,LON:SEML,
iShares Emerg Asia Lcl Govt Bd USD Dist GBP,ETF,BOND,Google,IE00B6QGFW01,SGEA,London,Global Emerging Markets Bond - Local Currency,GBP,LON:SGEA,
iShares Emerging Market Infrastructure GBP,ETF,EQUITY,Google,IE00B2NPL135,IEMI,London,Sector Equity Infrastructure,USD,LON:IEMI,
iShares EURO Dividend GBP,ETF,EQUITY,Google,IE00B0M62S72,IDVY,London,Eurozone Large-Cap Equity,GBX,LON:IDVY,
iShares Euro Government Bond 1-3yr GBP,ETF,BOND,Google,IE00B14X4Q57,IBGS,London,EUR Government Bond - Short Term,GBP,LON:IBGS,
iShares Euro Government Bond 15-30yr GBP,ETF,BOND,Google,IE00B1FZS913,IBGL,London,EUR Bond - Long Term,EUR,LON:IBGL,
iShares Euro Government Bond 3-5yr GBP,ETF,BOND,Google,IE00B1FZS681,IBGX,London,EUR Government Bond,EUR,LON:IBGX,
iShares Euro Government Bond 7-10yr GBP,ETF,BOND,Google,IE00B1FZS806,IBGM,London,EUR Government Bond,EUR,LON:IBGM,
iShares EURO STOXX 50 Dist GBP,ETF,EQUITY,Google,IE0008471009,EUE,London,Eurozone Large-Cap Equity,GBX,LON:EUE,
iShares EURO STOXX Mid GBP,ETF,EQUITY,Google,IE00B02KXL92,DJMC,London,Eurozone Mid-Cap Equity,GBX,LON:DJMC,
iShares EURO STOXX Small GBP,ETF,EQUITY,Google,IE00B02KXM00,DJSC,London,Eurozone Mid-Cap Equity,GBX,LON:DJSC,
iShares EURO Total Market Growth Large GBP,ETF,EQUITY,Google,IE00B0M62V02,IDJG,London,Eurozone Large-Cap Equity,GBX,LON:IDJG,
iShares EURO Total Market Value Large GBP,ETF,EQUITY,Google,IE00B0M62T89,IDJV,London,Eurozone Large-Cap Equity,GBX,LON:IDJV,
iShares European Property Yield GBP,ETF,PROPERTY,Google,IE00B0M63284,IPRP,London,Property - Indirect Europe,GBX,LON:IPRP,
iShares Finland Govt Bond EUR Dist GBP,ETF,BOND,Google,IE00B5SH2232,SFIN,London,EUR Government Bond,GBP,LON:SFIN,
iShares FTSE 100 GBP Acc GBP,ETF,EQUITY,Google,IE00B53HP851,CUKX,London,UK Large-Cap Blend Equity,GBX,LON:CUKX,
iShares FTSE 250 GBP Dist,ETF,EQUITY,Google,IE00B00FV128,MIDD,London,UK Mid-Cap Equity,GBX,LON:MIDD,
iShares FTSE MIB EUR Acc GBP,ETF,EQUITY,Google,IE00B53L4X51,CMB1,London,Italy Equity,GBX,LON:CMB1,
iShares FTSE MIB EUR Dist GBP,ETF,EQUITY,Google,IE00B1XNH568,IMIB,London,Italy Equity,GBX,LON:IMIB,
iShares FTSEurofirst 100 EUR Dist GBP,ETF,EQUITY,Google,IE0030974079,IEUT,London,Europe Large-Cap Blend Equity,GBX,LON:IEUT,
iShares FTSEurofirst 80 EUR Dist GBP,ETF,EQUITY,Google,IE0004855221,IEUR,London,Eurozone Large-Cap Equity,GBX,LON:IEUR,
iShares Germany Govt Bond EUR Dist GBP,ETF,BOND,Google,IE00B5V94313,SDEU,London,EUR Government Bond,GBP,LON:SDEU,
iShares Global AAA-AA Govt Bond USD Dist GBP,ETF,BOND,Google,IE00B87G8S03,SAAA,London,Global Bond,USD,LON:SAAA,
iShares Global Clean Energy GBP,ETF,EQUITY,Google,IE00B1XNHC34,INRG,London,Sector Equity Alternative Energy,USD,LON:INRG,
iShares Global Corp Bond USD Dist GBP,ETF,BOND,Google,IE00B7J7TB45,CRPS,London,Global Corporate Bond,USD,LON:CRPS,
iShares Global Govt Bond USD Dist GBP,ETF,BOND,Google,IE00B3F81K65,SGLO,London,Global Bond,GBP,LON:SGLO,
iShares Global Hi Yld Corp Bd GBP H Dist,ETF,BOND,Google,IE00B8KQFS66,GHYS,London,Global High Yield Bond - GBP Hedged,GBP,LON:GHYS,
iShares Global HY Corp Bd USD Dist GBP,ETF,BOND,Google,IE00B74DQ490,IGHY,London,Global High Yield Bond,USD,LON:IGHY,
iShares Global Infl Lnkd Govt Bd USD Acc GBP,ETF,BOND,Google,IE00B3B8PX14,SGIL,London,Global Inflation-Linked Bond,GBP,LON:SGIL,
iShares Global Infrastructure GBP,ETF,EQUITY,Google,IE00B1FZS467,INFR,London,Sector Equity Infrastructure,USD,LON:INFR,
iShares Global Timber & Forestry GBP,ETF,EQUITY,Google,IE00B27YCF74,WOOD,London,Sector Equity Natural Resources,USD,LON:WOOD,
iShares Global Water GBP,ETF,EQUITY,Google,IE00B1TXK627,IH2O,London,Sector Equity Water,GBX,LON:IH2O,
iShares Gold Producers USD Acc GBP,ETF,EQUITY,Google,IE00B6R52036,SPGP,London,Sector Equity Precious Metals,GBX,LON:SPGP,
iShares Italy Govt Bond EUR Dist GBP,ETF,BOND,Google,IE00B7LW6Y90,SITB,London,EUR Government Bond,GBP,LON:SITB,
iShares JP Morgan $ EM Bond USD Dist GBP,ETF,BOND,Google,IE00B2NPKV68,SEMB,London,Global Emerging Markets Bond,GBX,LON:SEMB,
iShares Listed Private Equity GBP,ETF,EQUITY,Google,IE00B1TXHL60,IPRV,London,Sector Equity Private Equity,USD,LON:IPRV,
iShares MSCI AC Far East ex-Japan GBP,ETF,EQUITY,Google,IE00B0M63730,IFFF,London,Asia ex Japan Equity,USD,LON:IFFF,
iShares MSCI AC FarEast ex-Jpn SmCap$Dit GBP,ETF,EQUITY,Google,IE00B2QWDR12,ISFE,London,Asia ex-Japan Small/Mid-Cap Equity,USD,LON:ISFE,
iShares MSCI ACWI USD Acc GBP,ETF,EQUITY,Google,IE00B6R52259,SSAC,London,Global Large-Cap Blend Equity,GBX,LON:SSAC,
iShares MSCI Australia USD Acc GBP,ETF,EQUITY,Google,IE00B5377D42,SAUS,London,Australia & New Zealand Equity,GBX,LON:SAUS,
iShares MSCI Brazil Dist GBP,ETF,EQUITY,Google,IE00B0M63516,IBZL,London,Brazil Equity,USD,LON:IBZL,
iShares MSCI Canada USD Acc GBP,ETF,EQUITY,Google,IE00B52SF786,CSCA,London,Canada Equity,USD,LON:CSCA,
iShares MSCI Eastern Europe Capped GBP,ETF,EQUITY,Google,IE00B0M63953,IEER,London,Emerging Europe Equity,USD,LON:IEER,
iShares MSCI EM Asia USD Acc GBP,ETF,EQUITY,Google,IE00B5L8K969,CEA1,London,Asia ex Japan Equity,GBX,LON:CEA1,
iShares MSCI EM Latin America Dist GBP,ETF,EQUITY,Google,IE00B27YCK28,LTAM,London,Latin America Equity,USD,LON:LTAM,
iShares MSCI EM Small Cap USD Dist GBP,ETF,EQUITY,Google,IE00B3F81G20,SEMS,London,Global Emerging Markets Small/Mid-Cap Equity,GBX,LON:SEMS,
iShares MSCI Emerging Markets (Acc) GBP,ETF,EQUITY,Google,IE00B4L5YC18,SEMA,London,Global Emerging Markets Equity,GBX,LON:SEMA,
iShares MSCI Emerging Markets Dist GBP,ETF,EQUITY,Google,IE00B0M63177,IEEM,London,Global Emerging Markets Equity,USD,LON:IEEM,
iShares MSCI EMU Small Cap EUR Acc GBP,ETF,EQUITY,Google,IE00B3VWMM18,CES1,London,Eurozone Small-Cap Equity,GBX,LON:CES1,
iShares MSCI Europe Dist GBP,ETF,EQUITY,Google,IE00B1YZSC51,IMEU,London,Europe Large-Cap Blend Equity,GBX,LON:IMEU,
iShares MSCI Europe EUR Acc GBP,ETF,EQUITY,Google,IE00B4K48X80,SMEA,London,Europe Large-Cap Blend Equity,GBX,LON:SMEA,
iShares MSCI Europe ex-UK EUR Dist GBP,ETF,EQUITY,Google,IE00B14X4N27,IEUX,London,Europe ex-UK Large-Cap Equity,GBX,LON:IEUX,
iShares MSCI Europe SRI EUR Acc GBP,ETF,EQUITY,Google,IE00B52VJ196,IESG,London,Europe Large-Cap Blend Equity,GBX,LON:IESG,
iShares MSCI GCC ex-Saudi Arabia GBP,ETF,EQUITY,Google,IE00B3F81623,SGCC,London,Other Africa & Middle East Equity,GBX,LON:SGCC,
iShares MSCI Japan GBP Hedged Acc,ETF,EQUITY,Google,IE00B02KXH56,IJPN,London,Japan Equity - Currency Hedged,USD,LON:IJPN,
iShares MSCI Japan Small Cap USD Dist GBP,ETF,EQUITY,Google,IE00B7XYN974,IJPH,London,Japan Small/Mid-Cap Equity,GBP,LON:IJPH,
iShares MSCI Japan USD Acc GBP,ETF,EQUITY,Google,IE00B2QWDY88,ISJP,London,Japan Large-Cap Equity,GBX,LON:ISJP,
iShares MSCI Japan USD Dist GBP,ETF,EQUITY,Google,IE00B53QDK08,CSJP,London,Japan Large-Cap Equity,USD,LON:CSJP,
iShares MSCI Korea Dist GBP,ETF,EQUITY,Google,IE00B0M63391,IKOR,London,Korea Equity,USD,LON:IKOR,
iShares MSCI Korea USD Acc GBP,ETF,EQUITY,Google,IE00B5W4TY14,CKR1,London,Korea Equity,GBX,LON:CKR1,
iShares MSCI Mexico Capped USD Acc GBP,ETF,EQUITY,Google,IE00B5WHFQ43,CMX1,London,Other Americas Equity,GBX,LON:CMX1,
iShares MSCI North America GBP,ETF,EQUITY,Google,IE00B14X4M10,INAA,London,US Large-Cap Blend Equity,USD,LON:INAA,
iShares MSCI Pacific ex-Japan USD Dist GBP,ETF,EQUITY,Google,IE00B4WXJD03,SPXJ,London,Asia-Pacific ex-Japan Equity,GBX,LON:SPXJ,
iShares MSCI Poland USD Acc GBP,ETF,EQUITY,Google,IE00B4M7GH52,SPOL,London,Poland Equity,GBX,LON:SPOL,
iShares MSCI Russia ADR/GDR USD Acc GBP,ETF,EQUITY,Google,IE00B5V87390,CRU1,London,Russia Equity,GBX,LON:CRU1,
iShares MSCI South Africa USD Acc GBP,ETF,EQUITY,Google,IE00B52XQP83,SRSA,London,South Africa & Namibia Equity,GBX,LON:SRSA,
iShares MSCI Taiwan USD Dist GBP,ETF,EQUITY,Google,IE00B0M63623,ITWN,London,Taiwan Large-Cap Equity,USD,LON:ITWN,
iShares MSCI Turkey GBP,ETF,EQUITY,Google,IE00B1FZS574,ITKY,London,Turkey Equity,USD,LON:ITKY,
iShares MSCI UK Small Cap GBP Acc GBP,ETF,EQUITY,Google,IE00B3VWLG82,CUKS,London,UK Small-Cap Equity,GBX,LON:CUKS,
iShares MSCI USA Small Cap USD Acc GBP,ETF,EQUITY,Google,IE00B3VWM098,CUS1,London,US Small-Cap Equity,GBX,LON:CUS1,
iShares MSCI World GBP Hedged Acc,ETF,EQUITY,Google,IE00B42YS929,IGWD,London,Global Large-Cap Blend Equity,GBX,LON:IGWD,
iShares MSCI World USD Dist GBP,ETF,EQUITY,Google,IE00B0M62Q58,IWRD,London,Global Large-Cap Blend Equity,USD,LON:IWRD,
iShares NASDAQ 100 USD Acc GBP,ETF,EQUITY,Google,IE00B53SZB19,CNX1,London,US Large-Cap Growth Equity,GBX,LON:CNX1,
iShares Nikkei 225 JPY Acc GBP,ETF,EQUITY,Google,IE00B52MJD48,CNKY,London,Japan Large-Cap Equity,GBX,LON:CNKY,
iShares Oil & Gas Explor&Prodtn USD Acc GBP,ETF,EQUITY,Google,IE00B6R51Z18,SPOG,London,Sector Equity Natural Resources,GBX,LON:SPOG,
iShares Physical Gold ETC GBP,ETF,COMMODITIES,Google,IE00B4ND3602,SGLN,London,Commodities - Precious Metals,GBX,LON:SGLN,
iShares Physical Palladium ETC GBP,ETF,COMMODITIES,Google,IE00B4556L06,SPDM,London,Commodities - Precious Metals,GBX,LON:SPDM,
iShares Physical Platinum ETC GBP,ETF,COMMODITIES,Google,IE00B4LHWP62,SPLT,London,Commodities - Precious Metals,GBX,LON:SPLT,
iShares Physical Silver ETC GBP,ETF,COMMODITIES,Google,IE00B4NCWG09,SSLN,London,Commodities - Precious Metals,GBX,LON:SSLN,
iShares S&P 500 GBP Hedged Acc,ETF,EQUITY,Google,IE00B3Y8X563,IGUS,London,US Equity - Currency Hedged,GBX,LON:IGUS,
iShares S&P 500 USD (Dist) GBP,ETF,EQUITY,Google,IE0031442068,IUSA,London,US Large-Cap Blend Equity,USD,LON:IUSA,
iShares S&P Small Cap 600 USD Dist GBP,ETF,EQUITY,Google,IE00B2QWCY14,ISP6,London,US Small-Cap Equity,USD,LON:ISP6,
iShares Spain Govt Bond EUR Dist GBP,ETF,BOND,Google,IE00B428Z604,SESP,London,EUR Government Bond,GBP,LON:SESP,
iShares STOXX Europe 50 GBP,ETF,EQUITY,Google,IE0008470928,EUN,London,Europe Large-Cap Blend Equity,GBX,LON:EUN,
iShares UK Dividend GBP Dist,ETF,EQUITY,Google,IE00B0M63060,IUKD,London,UK Equity Income,GBX,LON:IUKD,
iShares UK Gilts 0-5yr GBP Dist,ETF,BOND,Google,IE00B4WXJK79,IGLS,London,GBP Government Bond,GBP,LON:IGLS,
iShares UK Property GBP Dist,ETF,PROPERTY,Google,IE00B1TXLS18,IUKP,London,Property - Indirect Other,GBX,LON:IUKP,
iShares US Aggregate Bond USD Dist GBP,ETF,BOND,Google,IE00B44CGS96,SUAG,London,USD Diversified Bond,GBP,LON:SUAG,
iShares US Property Yield GBP,ETF,PROPERTY,Google,IE00B1FZSF77,IUSP,London,Property - Indirect North America,USD,LON:IUSP,
Lyxor Australia (S&P/ASX 200) ETF D USD GBP,ETF,EQUITY,Google,LU0496787036,LAUS,London,Australia & New Zealand Equity,GBX,LON:LAUS,
Lyxor Brazil (Ibovespa) ETF C-USD GBP,ETF,EQUITY,Google,FR0010413294,RIOL,London,Brazil Equity,USD,LON:RIOL,
Lyxor China Enterprise (HSCEI) ETF C-USD GBP,ETF,EQUITY,Google,FR0010581413,ASIL,London,China Equity,USD,LON:ASIL,
Lyxor Comd Thm R/C CRB exEngTR ETF C-$ GBP,ETF,COMMODITIES,Google,FR0010358887,CRNL,London,Commodities - Broad Basket,USD,LON:CRNL,
Lyxor Commodit Thm R/C CRB TR ETF C-USD GBP,ETF,COMMODITIES,Google,FR0010318998,CRBL,London,Commodities - Broad Basket,USD,LON:CRBL,
Lyxor East Eurp CECE NTR EUR ETF C GBP,ETF,EQUITY,Google,FR0010204073,CECL,London,Emerging Europe ex-Russia Equity,USD,LON:CECL,
Lyxor ETF Dow Jones Industr Avrg D A/I GBP,ETF,EQUITY,Google,FR0007056841,DJEL,London,US Large-Cap Blend Equity,USD,LON:DJEL,
Lyxor Euro Stoxx 50 (DR) ETF C EUR GBP,ETF,EQUITY,Google,LU0908501215,MSED,London,Eurozone Large-Cap Equity,GBX,LON:MSED,
Lyxor FTSE 100 ETF C-GBP,ETF,EQUITY,Google,FR0010438127,L100,London,UK Large-Cap Blend Equity,GBX,LON:L100,
Lyxor FTSE 250 ETF A/I,ETF,EQUITY,Google,FR0010438135,L250,London,UK Mid-Cap Equity,GBX,LON:L250,
Lyxor FTSE All Share ETF A/I,ETF,EQUITY,Google,FR0010438150,LFAS,London,UK Large-Cap Blend Equity,GBX,LON:LFAS,
Lyxor Japan TOPIX DR ETF D-EUR A/I GBP,ETF,EQUITY,Google,FR0010245514,JPNL,London,Japan Large-Cap Equity,USD,LON:JPNL,
Lyxor JPX-Nikkei 400 DR ETF C-EUR GBP,ETF,EQUITY,Google,FR0012144582,JPXG,London,Japan Large-Cap Equity,GBX,LON:JPXG,
Lyxor Kuwait FTSE Coast Kuwait40 ETF A/I GBP,ETF,EQUITY,Google,FR0010614834,LKUW,London,Other Africa & Middle East Equity,GBX,LON:LKUW,
Lyxor MSCI AC AsiaPac ex Jap ETF C-USD GBP,ETF,EQUITY,Google,FR0010581439,AEJL,London,Asia-Pacific ex-Japan Equity,GBX,LON:AEJL,
Lyxor MSCI All Country World ETF C-USD GBP,ETF,EQUITY,Google,FR0011093418,ACWL,London,Global Large-Cap Blend Equity,GBX,LON:ACWL,
Lyxor MSCI EM Latin America ETF C-USD GBP,ETF,EQUITY,Google,FR0010413310,LTML,London,Latin America Equity,USD,LON:LTML,
Lyxor MSCI Emerging Markets ETF C-USD GBP,ETF,EQUITY,Google,FR0010435297,LEML,London,Global Emerging Markets Equity,USD,LON:LEML,
Lyxor MSCI India ETF C-USD GBP,ETF,EQUITY,Google,FR0010375766,INRL,London,India Equity,USD,LON:INRL,
Lyxor MSCI Indonesia ETF C-USD GBP,ETF,EQUITY,Google,FR0011070374,INDL,London,Indonesia Equity,GBX,LON:INDL,
Lyxor MSCI Korea ETF C-USD GBP,ETF,EQUITY,Google,FR0010581447,KRWL,London,Korea Equity,GBX,LON:KRWL,
Lyxor MSCI Malaysia ETF USD A/I GBP,ETF,EQUITY,Google,FR0010589069,MALL,London,Other Asia-Pacific Equity,GBX,LON:MALL,
Lyxor MSCI Taiwan ETF C-USD GBP,ETF,EQUITY,Google,FR0010444794,TWND,London,Taiwan Large-Cap Equity,GBX,LON:TWND,
Lyxor MSCI USA ETF D-USD A/I GBP,ETF,EQUITY,Google,FR0010372193,USAL,London,US Large-Cap Blend Equity,USD,LON:USAL,
Lyxor MSCI World Cnsmr Discret TR ETF C$ GBP,ETF,EQUITY,Google,LU0533032180,DISG,London,Sector Equity Consumer Goods & Services,GBX,LON:DISG,
Lyxor MSCI World CnsmrStapl TR ETF C USD GBP,ETF,EQUITY,Google,LU0533032347,STAG,London,Sector Equity Consumer Goods & Services,GBX,LON:STAG,
Lyxor MSCI World Energy TR ETF C USD GBP,ETF,EQUITY,Google,LU0533032776,NRGG,London,Sector Equity Energy,GBX,LON:NRGG,
Lyxor MSCI World ETF D-USD A/I GBP,ETF,EQUITY,Google,FR0010372201,WLDL,London,Global Large-Cap Blend Equity,USD,LON:WLDL,
Lyxor MSCI World Financials TR ETF C USD GBP,ETF,EQUITY,Google,LU0533033071,FING,London,Sector Equity Financial Services,GBX,LON:FING,
Lyxor MSCI World Hlth Care TR ETF C USD GBP,ETF,EQUITY,Google,LU0533033311,HLTG,London,Sector Equity Healthcare,GBX,LON:HLTG,
Lyxor MSCI World Indtls TR ETF C USD GBP,ETF,EQUITY,Google,LU0533033584,INUG,London,Sector Equity Industrial Materials,GBX,LON:INUG,
Lyxor MSCI World Info Tech TR ETF C USD GBP,ETF,EQUITY,Google,LU0533033741,TNOG,London,Sector Equity Technology,GBX,LON:TNOG,
Lyxor MSCI World Materials TR ETF C USD GBP,ETF,EQUITY,Google,LU0533034046,MATG,London,Sector Equity Industrial Materials,GBX,LON:MATG,
Lyxor MSCI World Telecom Svcs TR ETF C$ GBP,ETF,EQUITY,Google,LU0533034392,TELG,London,Sector Equity Communications,GBX,LON:TELG,
Lyxor MSCI World Utilities TR ETF C USD GBP,ETF,EQUITY,Google,LU0533034632,UTIG,London,Sector Equity Utilities,GBX,LON:UTIG,
Lyxor Nasdaq-100 ETF D-USD A/I GBP,ETF,EQUITY,Google,FR0010446930,UST,London,US Large-Cap Growth Equity,GBX,LON:UST,
Lyxor Russell 2000 ETF C-USD GBP,ETF,EQUITY,Google,FR0011119254,RU2K,London,US Small-Cap Equity,GBX,LON:RU2K,
Lyxor Russia (DJ Russia GDR) ETF D-GBP,ETF,EQUITY,Google,FR0011495944,RUSL,London,Russia Equity,USD,LON:RUSL,
Lyxor SG European Qual Inc NTR ETF D EUR GBP,ETF,EQUITY,Google,LU0959210278,SGQG,London,Europe Large-Cap Blend Equity,GBX,LON:SGQG,
Lyxor SG Global Qual Inc NTR ETF C GBP,ETF,EQUITY,Google,LU0855692520,SGQL,London,Global Equity Income,USD,LON:SGQL,
Lyxor SG Global Qual Inc NTR ETF D GBP,ETF,EQUITY,Google,LU0855671011,SGQP,London,Global Equity Income,GBX,LON:SGQP,
Lyxor South Afr (FTSEJSE Top40) ETF CEUR GBP,ETF,EQUITY,Google,FR0010464446,AFSL,London,South Africa & Namibia Equity,USD,LON:AFSL,
Lyxor Stoxx Europe 600 (DR) ETF C EUR GBP,ETF,EQUITY,Google,LU0908500753,MEUD,London,Europe Large-Cap Blend Equity,GBX,LON:MEUD,
Lyxor Thailand (SET50 Net TR) ETF C-USD GBP,ETF,EQUITY,Google,FR0011070440,THA,London,Thailand Equity,GBX,LON:THA,
Lyxor Turkey DJ Turkey Titans 20 ETF A/I GBP,ETF,EQUITY,Google,FR0010326256,TURL,London,Turkey Equity,GBX,LON:TURL,
Lyxor World Water ETF D-EUR A/I GBP,ETF,EQUITY,Google,FR0010527275,WATL,London,Sector Equity Water,GBX,LON:WATL,
Market Access DAXglobal?BRIC ETF GBP,ETF,EQUITY,Google,LU0269999792,BRDX,London,BRIC Equity,GBP,LON:BRDX,
Market Access NYSE Arca GoldBugs ETF GBP,ETF,EQUITY,Google,LU0259322260,GOLB,London,Sector Equity Precious Metals,GBP,LON:GOLB,
Ossiam FTSE 100 Minimum Var ETF 1C GBP,ETF,EQUITY,Google,LU0705291739,UKMV,London,UK Large-Cap Blend Equity,GBX,LON:UKMV,
Ossiam iSTOXX?EurMiniVar NR ETF 1C GBP,ETF,EQUITY,Google,LU0599612842,LEMV,London,Europe Large-Cap Blend Equity,GBX,LON:LEMV,
Ossiam STOXX?Eur600 EqWg NR ETF 1C GBP,ETF,EQUITY,Google,LU0599613147,L6EW,London,Europe Large-Cap Blend Equity,GBX,LON:L6EW,
PIMCO ST HY Corp Bd Sour ETF Inc GBP,ETF,BOND,Google,IE00B7N3YW49,SSHY,London,USD High Yield Bond,GBP,LON:SSHY,
PIMCO Sterling Short Maturity Source ETF,ETF,BOND,Google,IE00B622SG73,QUID,London,GBP Diversified Bond - Short Term,GBP,LON:QUID,
PowerShares Dynamic US Market ETF GBP,ETF,EQUITY,Google,IE00B23D9240,PSWC,London,US Large-Cap Blend Equity,USD,LON:PSWC,
PowerShares EQQQ Nasdaq-100 ETF GBP,ETF,EQUITY,Google,IE0032077012,EQQQ,London,US Large-Cap Growth Equity,USD,LON:EQQQ,
PowerShares FTSE RAFI All-World 3000 ETF GBP,ETF,EQUITY,Google,IE00B23LNQ02,PSRW,London,Global Flex-Cap Equity,GBX,LON:PSRW,
PowerShares FTSE RAFI Emerging Mkts ETF GBP,ETF,EQUITY,Google,IE00B23D9570,PSRM,London,Global Emerging Markets Equity,GBX,LON:PSRM,
PowerShares FTSE RAFI Europe ETF GBP,ETF,EQUITY,Google,IE00B23D8X81,PSRE,London,Europe Large-Cap Value Equity,GBX,LON:PSRE,
PowerShares FTSE RAFI Europe Md-Sm ETF GBP,ETF,EQUITY,Google,IE00B23D8Y98,PSES,London,Europe Mid-Cap Equity,GBX,LON:PSES,
PowerShares FTSE RAFI UK 100 ETF,ETF,EQUITY,Google,IE00B23LNN70,PSRU,London,UK Large-Cap Value Equity,GBX,LON:PSRU,
PowerShares FTSE RAFI US 1000 ETF GBP,ETF,EQUITY,Google,IE00B23D8S39,PSRF,London,US Large-Cap Value Equity,USD,LON:PSRF,
Source Cnsmr Stapl S&P US Sel Sect ETF GBP,ETF,EQUITY,Google,IE00B435BG20,XLPP,London,Sector Equity Consumer Goods & Services,GBX,LON:XLPP,
Source FTSE 100 ETF,ETF,EQUITY,Google,IE00B60SWT88,S100,London,UK Large-Cap Blend Equity,GBX,LON:S100,
Source FTSE 250 ETF,ETF,EQUITY,Google,IE00B60SWV01,S250,London,UK Mid-Cap Equity,GBX,LON:S250,
Source LGIM Commodity Composite ETF GBP,ETF,COMMODITIES,Google,IE00B4TXPP71,LGCF,London,Commodities - Broad Basket,USD,LON:LGCF,
Source Mstar US Enrgy Infra MLP ETF B GBP,ETF,EQUITY,Google,IE00B8CJW150,MLPP,London,Sector Equity Energy,GBX,LON:MLPP,
Source Physical Gold P-ETC GBP,ETF,COMMODITIES,Google,IE00B579F325,SGLP,London,Commodities - Precious Metals,GBX,LON:SGLP,
Source Technology S&P US Select Sect ETF GBP,ETF,EQUITY,Google,IE00B3VSSL01,XLKQ,London,Sector Equity Technology,GBX,LON:XLKQ,
